"33","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U11-L1-1-1-jnuymyqtcmsjxwom.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""Who's that man?"",""speaker"":""Linda"",""class"":"""",""begin"":""12"",""end"":""15.1""},{""content"":""He's my father."",""speaker"":""Mai"",""class"":"""",""begin"":""18.2"",""end"":""19.7""},{""content"":""Really? He's young!"",""speaker"":""Linda"",""class"":"""",""begin"":""22.7"",""end"":""25.4""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U11-L1-1-2-ihiqzaszlmgaonfy.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""And that's my mother next to him."",""speaker"":""Mai"",""class"":"""",""begin"":""29.7"",""end"":""31.9""},{""content"":""She's nice!"",""speaker"":""Linda"",""class"":"""",""begin"":""34.8"",""end"":""36.2""}]}],""audio"":""/audio/TA3T2SHS/U11-L1-1.mp3"",""pageNumber"":""6""}","1","2","Unit 11 This is my family","Lesson 1","1 Look, listen and repeat.",,"2015-09-14 08:43:30","2015-12-14 04:36:22","{""topic"":""Các thành viên trong gia đình."",""objective"":""Làm quen với tình huống trong đó hai bạn hỏi và trả lời các thành\nviên trong gia đình."",""context"":""Linda hỏi Mai về người bố."",""languageFocus"":""Cách hỏi và trả lời người kia là ai Who’s that man? He’s my\nfather.\nCách nói khi khen ai trẻ He’s young!""}","3211011"
"34","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U11-L2-1-1-cdnpjrirsrjmevsm.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""That's my brother."",""speaker"":""Mai"",""class"":"""",""begin"":""8.0"",""end"":""10.7""},{""content"":""How old is your brother?"",""speaker"":""Linda"",""class"":"""",""begin"":""13.8"",""end"":""15.6""},{""content"":""He's seven."",""speaker"":""Mai"",""class"":"""",""begin"":""18.6"",""end"":""19.7""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U11-L2-1-2-zhzhblfhfvfqavwj.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""That's my grandmother."",""speaker"":""Mai"",""class"":"""",""begin"":""24.1"",""end"":""25.8""},{""content"":""How old is she?"",""speaker"":""Linda"",""class"":""28.9"",""begin"":""30.1"",""end"":""""},{""content"":""She's sixty-five."",""speaker"":""Mai"",""class"":"""",""begin"":""33.2"",""end"":""35.1""}]}],""audio"":""/audio/TA3T2SHS/U11-L2-1.mp3"",""pageNumber"":""8""}","1","2","Unit 11 This is my family","Lesson 2","1 Look, listen and repeat.",,"2015-09-14 08:50:29","2015-12-16 02:48:33","{""topic"":""Tuổi các thành viên trong gia đình"",""objective"":""Làm quen với tình huống trong đó hai bạn hỏi và trả lời về tuổi\n\ncác thành viên trong gia đình."",""context"":""Linda hỏi Mai về tuổi của em trai."",""languageFocus"":""Cách hỏi và trả lời về tuổi How old is your brother? He’s seven.""}","3211021"
"37","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U12-L1-1-1-fcubzjmuuwmnpwxz.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""This is my house."",""speaker"":""Mai"",""class"":"""",""begin"":""12.0"",""end"":""14.4""},{""content"":""Wow! It's big!"",""speaker"":""Linda"",""class"":"""",""begin"":""17.5"",""end"":""19.9""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U12-L1-1-2-ebbcnljoevzztnru.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""There's a garden over there.[25.9] [28.8]Come and see it."",""speaker"":""Mai"",""class"":"""",""begin"":""24.2"",""end"":""30.0""},{""content"":""It's very nice!"",""speaker"":""Linda"",""class"":"""",""begin"":""33.0"",""end"":""34.7""}]}],""audio"":""/audio/TA3T2SHS/U12-L1-1.mp3"",""pageNumber"":""12""}","1","2","Unit 12 This is my house","Lesson 1","1 Look, listen and repeat.",,"2015-09-14 08:58:10","2015-12-14 02:09:23","{""topic"":""Phòng trong nhà"",""objective"":""Làm quen với tình huống trong đó Mai giới thiệu Linda về nhà của mình."",""context"":""Mai giới thiệu Linda về nhà của mình."",""languageFocus"":""Cách nói khi giới thiệu nhà mình This is my house.\nCách nói khi khen ngợi cái gì: It’s very nice!""}","3212011"
"39","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U12-L2-1-1-frwqckpgtawalcjy.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""This is the living room."",""speaker"":""Tony"",""class"":"""",""begin"":""9.2"",""end"":""11.0""},{""content"":""Wow! [14.8]It's nice![15.8] [18.9]Is there a garden?"",""speaker"":""Quan"",""class"":"""",""begin"":""14.1"",""end"":""20.1""},{""content"":""Yes,[23.6] there is.[24.2] [27.2]Come and see it."",""speaker"":""Tony"",""class"":"""",""begin"":""23.1"",""end"":""28.1""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U12-L2-1-2-ondxpurqkppibhzm.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""Is there a fence?"",""speaker"":""Quan"",""class"":"""",""begin"":""32.3"",""end"":""33.9""},{""content"":""No, there isn't."",""speaker"":""Tony"",""class"":"""",""begin"":""37.0"",""end"":""38.1""}]}],""audio"":""/audio/TA3T2SHS/U12-L2-1.mp3"",""pageNumber"":""14""}","1","2","Unit 12 This is my house","Lesson 2","1 Look, listen and repeat.",,"2015-09-14 09:02:12","2015-11-17 02:20:07","{""topic"":""Quang cảnh xung quanh nhà"",""objective"":""Làm quen với tình huống trong đó hai bạn hỏi và trả lời xác định có vườn ở nhà."",""context"":""Tony giới thiệu Phong về nhà của mình."",""languageFocus"":""Cách hỏi có vườn quanh nhà không: Is there a garden?\nCách trả lời xác định có: Yes, there is.""}","3212021"
"41","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U13-L1-1-1-scclldcfshpcqpfs.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""Where's my book, Mum? I can't see it in my room!"",""speaker"":""Peter"",""class"":"""",""begin"":""11.0"",""end"":""19.2""},{""content"":""It's here, dear. On the chair."",""speaker"":""Peter's Mum"",""class"":"""",""begin"":""22.2"",""end"":""25.3""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U13-L1-1-2-drlyulbwhseklnpe.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""Is the pen there too, Mum?"",""speaker"":""Peter"",""class"":"""",""begin"":""29.5"",""end"":""31.7""},{""content"":""No, it's not on the chair. It's there, on the table."",""speaker"":""Peter's Mum"",""class"":"""",""begin"":""34.6"",""end"":""40.5""}]}],""audio"":""/audio/TA3T2SHS/U13-L1-1.mp3"",""pageNumber"":""18""}","1","2","Unit 13 Where's my book?","Lesson 1","1 Look, listen and repeat.",,"2015-09-14 09:09:53","2015-12-14 07:57:30","{""topic"":""Đồ dùng trong nhà (số ít)"",""objective"":""Làm quen với tình huống trong đó các nhân vật hỏi và trả lời về vị trí đồ vật trong nhà."",""context"":""Bé trai hỏi mẹ về vị trí cuốn sách, người mẹ trả lời."",""languageFocus"":""Cách hỏi và trả lời vị trí đồ vật Where’s my book? It’s here, dear. On the chair.""}","3213011"
"43","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U13-L2-1-1-cvqtywfllkvbwgjq.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""Where are my posters, Mum?"",""speaker"":""Peter"",""class"":"""",""begin"":""10.1"",""end"":""12.4""},{""content"":""I don't know, dear. Look in your bedroom."",""speaker"":""Peter's Mum"",""class"":"""",""begin"":""15.5"",""end"":""21.7""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U13-L2-1-2-wkxdexbnuscdmwjr.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""Oh, they're under my bed. Thanks, Mum."",""speaker"":""Peter"",""class"":"""",""begin"":""25.9"",""end"":""29.2""}]}],""audio"":""/audio/TA3T2SHS/U13-L2-1.mp3"",""pageNumber"":""20""}","1","2","Unit 13 Where's my book?","Lesson 2","1 Look, listen and repeat.",,"2015-09-14 09:16:57","2015-11-14 13:49:40","{""topic"":""Đồ dùng trong nhà (số nhiều)"",""objective"":""àm quen với tình huống trong đó hai mẹ con hỏi và trả lời về vị trí đồ vật trong nhà (số nhiều)."",""context"":""Con trai hỏi mẹ về vị trí của những bức tranh (số nhiều)."",""languageFocus"":""Cách hỏi về vị trí đồ vật (số nhiều)  Where are my poster, Mum? \nCách nói không biết I don’t know, dear. \nCác nói khi khuyên làm việc gì Look in your bedroom.""}","3213021"
"45","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U14-L1-1-1-axtlmtzzjhjwdkjg.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""This is a picture of my room."",""speaker"":""Mai"",""class"":"""",""begin"":""13.0"",""end"":""16.5""},{""content"":""Are there any chairs in the room?"",""speaker"":""Linda"",""class"":"""",""begin"":""19.5"",""end"":""21.8""},{""content"":""Yes, there are."",""speaker"":""Mai"",""class"":"""",""begin"":""24.8"",""end"":""26.3""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U14-L1-1-2-uprnmiluvwoneyac.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""Are there any posters in the room?"",""speaker"":""Linda"",""class"":"""",""begin"":""30.6"",""end"":""33.0""},{""content"":""No, there aren't."",""speaker"":""Mai"",""class"":"""",""begin"":""35.9"",""end"":""37.9""}]}],""audio"":""/audio/TA3T2SHS/U14-L1-1.mp3"",""pageNumber"":""24""}","1","2","Unit 14 Are there any posters in the room?","Lesson 1","1 Look, listen and repeat.",,"2015-09-14 09:23:08","2015-12-14 08:21:28",NULL,"3214011"
"47","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U14-L2-1-1-vkxgdvqmgrmbxcpv.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""How many chairs are there?"",""speaker"":""Peter"",""class"":"""",""begin"":""10.0"",""end"":""12.4""},{""content"":""Let's count them. One, two, three,....There are eight."",""speaker"":""Quan"",""class"":"""",""begin"":""15.4"",""end"":""23.4""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U14-L2-1-2-gjcdqirbknuypcas.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""And how many cups are there?"",""speaker"":""Quan"",""class"":"""",""begin"":""27.6"",""end"":""30.3""},{""content"":""There are six."",""speaker"":""Peter"",""class"":"""",""begin"":""33.3"",""end"":""34.7""}]}],""audio"":""/audio/TA3T2SHS/U14-L2-1.mp3"",""pageNumber"":""26""}","1","2","Unit 14 Are there any posters in the room?","Lesson 2","1 Look, listen and repeat.",,"2015-09-14 09:27:28","2015-11-14 13:49:40",NULL,"3214021"
"49","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U15-L1-1-1-nbwarjmnvbokocvy.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""What's that?"",""speaker"":""Mai"",""class"":"""",""begin"":""13.0"",""end"":""15.7""},{""content"":""It's my robot. Do you have a robot?"",""speaker"":""Linda"",""class"":"""",""begin"":""19.0"",""end"":""25.4""},{""content"":""No, I don't."",""speaker"":""Mai"",""class"":"""",""begin"":""28.3"",""end"":""30.0""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U15-L1-1-2-wzfqrnywkpconadg.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""Do you have a teddy bear?"",""speaker"":""Mai"",""class"":"""",""begin"":""34.4"",""end"":""36.1""},{""content"":""Yes, I do."",""speaker"":""Linda"",""class"":"""",""begin"":""38.9"",""end"":""40.6""}]}],""audio"":""/audio/TA3T2SHS/U15-L1-1.mp3"",""pageNumber"":""30""}","1","2","Unit 15 Do you have any toys?","Lesson 1","1 Look, listen and repeat.",,"2015-09-14 09:32:40","2015-12-14 08:27:09",NULL,"3215011"
"51","{""name"":""1 Look, listen and repeat."",""imgs"":[{""section"":""a"",""url"":""/images/TA3T2SHS/U15-L2-1-1-nhuovfsqodahmcvg.jpg"",""width"":""6"",""height"":""4"",""texts"":[{""content"":""Does your brother have a robot?"",""speaker"":""Quan"",""class"":"""",""begin"":""9.7"",""end"":""12.4""},{""content"":""Yes, he does."",""speaker"":""Linda"",""class"":"""",""begin"":""15.4"",""end"":""17.0""}]},{""section"":""b"",""url"":""/images/TA3T2SHS/U15-L2-1-2-vcvnpaupsquzikdc.jpg"",""width"":"""",""height"":"""",""texts"":[{""content"":""Does he have a puzzle?"",""speaker"":""Quan"",""class"":"""",""begin"":""21.2"",""end"":""23.0""},{""content"":""No, he doesn't."",""speaker"":""Linda"",""class"":"""",""begin"":""25.9"",""end"":""27.9""}]}],""audio"":""/audio/TA3T2SHS/U15-L2-1.mp3"",""pageNumber"":""32""}","1","2","Unit 15 Do you have any toys?","Lesson 2","1 Look, listen and repeat.",,"2015-09-14 09:36:41","2015-11-14 13:49:40",NULL,"3215021"
